PK,지역,날짜,일일 확진자,누적 확진자,일일 사망자,누적 사망자,일일 완치자,누적 완치자,사망률,완치율,인구수,발생률,데이터
4070,부산,2020-07-15,0,150,0,3,0,0,2,0,3404423,4.4,COVID-1472_pandemic_data
4071,부산,2020-07-16,0,150,0,3,0,0,2,0,3404423,4.4,COVID-1473_pandemic_data
4072,부산,2020-07-17,1,151,0,3,0,0,1.986754967,0,3404423,4.4,COVID-1474_pandemic_data
4073,울산,2020-01-20,0,0,0,0,0,0,0,0,1142190,0,COVID-1475_pandemic_data
4074,울산,2020-01-24,0,0,0,0,0,0,0,0,1142190,0,COVID-1476_pandemic_data
4075,울산,2020-01-26,0,0,0,0,0,0,0,0,1142190,0,COVID-1477_pandemic_data
4076,울산,2020-01-27,0,0,0,0,0,0,0,0,1142190,0,COVID-1478_pandemic_data
4077,울산,2020-01-30,0,0,0,0,0,0,0,0,1142190,0,COVID-1479_pandemic_data
4078,울산,2020-01-30,0,0,0,0,0,0,0,0,1142190,0,COVID-1480_pandemic_data
4079,울산,2020-01-31,0,0,0,0,0,0,0,0,1142190,0,COVID-1481_pandemic_data
4080,울산,2020-02-01,0,0,0,0,0,0,0,0,1142190,0,COVID-1482_pandemic_data
4081,울산,2020-02-02,0,0,0,0,0,0,0,0,1142190,0,COVID-1483_pandemic_data
4082,울산,2020-02-04,0,0,0,0,0,0,0,0,1142190,0,COVID-1484_pandemic_data
4083,울산,2020-02-05,0,0,0,0,0,0,0,0,1142190,0,COVID-1485_pandemic_data
4084,울산,2020-02-06,0,0,0,0,0,0,0,0,1142190,0,COVID-1486_pandemic_data
4085,울산,2020-02-07,0,0,0,0,0,0,0,0,1142190,0,COVID-1487_pandemic_data
4086,울산,2020-02-09,0,0,0,0,0,0,0,0,1142190,0,COVID-1488_pandemic_data
4087,울산,2020-02-09,0,0,0,0,0,0,0,0,1142190,0,COVID-1489_pandemic_data
4088,울산,2020-02-11,0,0,0,0,0,0,0,0,1142190,0,COVID-1490_pandemic_data
4089,울산,2020-02-16,0,0,0,0,0,0,0,0,1142190,0,COVID-1491_pandemic_data
4090,울산,2020-02-17,0,0,0,0,0,0,0,0,1142190,0,COVID-1492_pandemic_data
4091,울산,2020-02-18,0,0,0,0,0,0,0,0,1142190,0,COVID-1493_pandemic_data
4092,울산,2020-02-19,0,0,0,0,0,0,0,0,1142190,0,COVID-1494_pandemic_data
4093,울산,2020-02-19,0,0,0,0,0,0,0,0,1142190,0,COVID-1495_pandemic_data
4094,울산,2020-02-20,0,0,0,0,0,0,0,0,1142190,0,COVID-1496_pandemic_data
4095,울산,2020-02-20,0,0,0,0,0,0,0,0,1142190,0,COVID-1497_pandemic_data
4096,울산,2020-02-21,0,0,0,0,0,0,0,0,1142190,0,COVID-1498_pandemic_data
4097,울산,2020-02-21,0,0,0,0,0,0,0,0,1142190,0,COVID-1499_pandemic_data
4098,울산,2020-02-22,0,0,0,0,0,0,0,0,1142190,0,COVID-1500_pandemic_data
4099,울산,2020-02-22,1,1,0,0,0,0,0,0,1142190,0.1,COVID-1501_pandemic_data
4100,울산,2020-02-23,0,1,0,0,0,0,0,0,1142190,0.1,COVID-1502_pandemic_data
4101,울산,2020-02-23,0,1,0,0,0,0,0,0,1142190,0.1,COVID-1503_pandemic_data
4102,울산,2020-02-24,0,1,0,0,0,0,0,0,1142190,0.1,COVID-1504_pandemic_data
4103,울산,2020-02-24,1,2,0,0,0,0,0,0,1142190,0.2,COVID-1505_pandemic_data
4104,울산,2020-02-25,0,2,0,0,0,0,0,0,1142190,0.2,COVID-1506_pandemic_data
4105,울산,2020-02-25,1,3,0,0,0,0,0,0,1142190,0.3,COVID-1507_pandemic_data
4106,울산,2020-02-26,0,3,0,0,0,0,0,0,1142190,0.3,COVID-1508_pandemic_data
4107,울산,2020-02-26,1,4,0,0,0,0,0,0,1142190,0.4,COVID-1509_pandemic_data
4108,울산,2020-02-27,0,4,0,0,0,0,0,0,1142190,0.4,COVID-1510_pandemic_data
4109,울산,2020-02-27,5,9,0,0,0,0,0,0,1142190,0.8,COVID-1511_pandemic_data
4110,울산,2020-02-28,0,9,0,0,0,0,0,0,1142190,0.8,COVID-1512_pandemic_data
4111,울산,2020-02-28,3,12,0,0,0,0,0,0,1142190,1.1,COVID-1513_pandemic_data
4112,울산,2020-02-29,3,15,0,0,0,0,0,0,1142190,1.3,COVID-1514_pandemic_data
4113,울산,2020-02-29,0,15,0,0,0,0,0,0,1142190,1.3,COVID-1515_pandemic_data
4114,울산,2020-03-01,0,15,0,0,0,0,0,0,1142190,1.3,COVID-1516_pandemic_data
4115,울산,2020-03-01,3,18,0,0,0,0,0,0,1142190,1.6,COVID-1517_pandemic_data
4116,울산,2020-03-01,0,18,0,0,0,0,0,0,1142190,1.6,COVID-1518_pandemic_data
4117,울산,2020-03-02,0,18,0,0,0,0,0,0,1142190,1.6,COVID-1519_pandemic_data
4118,울산,2020-03-03,3,21,0,0,0,0,0,0,1142190,1.8,COVID-1520_pandemic_data
4119,울산,2020-03-04,0,21,0,0,0,0,0,0,1142190,1.8,COVID-1521_pandemic_data
4120,울산,2020-03-05,0,21,0,0,0,0,0,0,1142190,1.8,COVID-1522_pandemic_data
4121,울산,2020-03-06,0,21,0,0,0,0,0,0,1142190,1.8,COVID-1523_pandemic_data
4122,울산,2020-03-07,1,22,0,0,0,0,0,0,1142190,1.9,COVID-1524_pandemic_data
4123,울산,2020-03-08,0,22,0,0,0,0,0,0,1142190,1.9,COVID-1525_pandemic_data
4124,울산,2020-03-09,0,22,0,0,0,0,0,0,1142190,1.9,COVID-1526_pandemic_data
4125,울산,2020-03-10,1,23,0,0,0,0,0,0,1142190,2,COVID-1527_pandemic_data
4126,울산,2020-03-11,0,23,0,0,0,0,0,0,1142190,2,COVID-1528_pandemic_data
4127,울산,2020-03-12,2,25,0,0,0,0,0,0,1142190,2.2,COVID-1529_pandemic_data
4128,울산,2020-03-13,0,25,0,0,0,0,0,0,1142190,2.2,COVID-1530_pandemic_data
4129,울산,2020-03-14,1,26,0,0,0,0,0,0,1142190,2.3,COVID-1531_pandemic_data
4130,울산,2020-03-15,0,26,0,0,0,0,0,0,1142190,2.3,COVID-1532_pandemic_data
4131,울산,2020-03-16,0,26,0,0,0,0,0,0,1142190,2.3,COVID-1533_pandemic_data
4132,울산,2020-03-17,2,28,0,0,0,0,0,0,1142190,2.5,COVID-1534_pandemic_data
4133,울산,2020-03-18,6,34,0,0,0,0,0,0,1142190,3,COVID-1535_pandemic_data
4134,울산,2020-03-19,0,34,0,0,0,0,0,0,1142190,3,COVID-1536_pandemic_data
4135,울산,2020-03-20,0,34,0,0,0,0,0,0,1142190,3,COVID-1537_pandemic_data
4136,울산,2020-03-21,0,34,0,0,0,0,0,0,1142190,3,COVID-1538_pandemic_data
4137,울산,2020-03-22,0,34,0,0,0,0,0,0,1142190,3,COVID-1539_pandemic_data
4138,울산,2020-03-23,0,34,0,0,0,0,0,0,1142190,3,COVID-1540_pandemic_data
4139,울산,2020-03-24,1,35,0,0,0,0,0,0,1142190,3.1,COVID-1541_pandemic_data
4140,울산,2020-03-25,0,35,0,0,0,0,0,0,1142190,3.1,COVID-1542_pandemic_data
4141,울산,2020-03-26,2,37,0,0,0,0,0,0,1142190,3.2,COVID-1543_pandemic_data
4142,울산,2020-03-27,0,37,0,0,0,0,0,0,1142190,3.2,COVID-1544_pandemic_data
4143,울산,2020-03-28,0,37,0,0,0,0,0,0,1142190,3.2,COVID-1545_pandemic_data
4144,울산,2020-03-29,0,37,0,0,0,0,0,0,1142190,3.2,COVID-1546_pandemic_data
4145,울산,2020-03-30,0,37,0,0,0,0,0,0,1142190,3.2,COVID-1547_pandemic_data
4146,울산,2020-03-31,0,37,1,1,0,0,2.702702703,0,1142190,3.2,COVID-1548_pandemic_data
4147,울산,2020-04-01,1,38,0,1,0,0,2.631578947,0,1142190,3.3,COVID-1549_pandemic_data
4148,울산,2020-04-02,0,38,0,1,0,0,2.631578947,0,1142190,3.3,COVID-1550_pandemic_data
4149,울산,2020-04-03,0,38,0,1,0,0,2.631578947,0,1142190,3.3,COVID-1551_pandemic_data
4150,울산,2020-04-04,0,38,0,1,0,0,2.631578947,0,1142190,3.3,COVID-1552_pandemic_data
4151,울산,2020-04-05,0,38,0,1,0,0,2.631578947,0,1142190,3.3,COVID-1553_pandemic_data
4152,울산,2020-04-06,0,38,0,1,0,0,2.631578947,0,1142190,3.3,COVID-1554_pandemic_data
4153,울산,2020-04-07,0,38,0,1,0,0,2.631578947,0,1142190,3.3,COVID-1555_pandemic_data
4154,울산,2020-04-08,0,38,0,1,0,0,2.631578947,0,1142190,3.3,COVID-1556_pandemic_data
4155,울산,2020-04-09,0,38,0,1,0,0,2.631578947,0,1142190,3.3,COVID-1557_pandemic_data
4156,울산,2020-04-10,1,39,0,1,0,0,2.564102564,0,1142190,3.4,COVID-1558_pandemic_data
4157,울산,2020-04-11,0,39,0,1,0,0,2.564102564,0,1142190,3.4,COVID-1559_pandemic_data
4158,울산,2020-04-12,0,39,0,1,0,0,2.564102564,0,1142190,3.4,COVID-1560_pandemic_data
4159,울산,2020-04-13,1,40,0,1,0,0,2.5,0,1142190,3.5,COVID-1561_pandemic_data
4160,울산,2020-04-14,0,40,0,1,0,0,2.5,0,1142190,3.5,COVID-1562_pandemic_data
4161,울산,2020-04-15,0,40,0,1,0,0,2.5,0,1142190,3.5,COVID-1563_pandemic_data
4162,울산,2020-04-16,0,40,0,1,0,0,2.5,0,1142190,3.5,COVID-1564_pandemic_data
4163,울산,2020-04-17,0,40,0,1,0,0,2.5,0,1142190,3.5,COVID-1565_pandemic_data
4164,울산,2020-04-18,0,40,0,1,0,0,2.5,0,1142190,3.5,COVID-1566_pandemic_data
4165,울산,2020-04-19,1,41,0,1,0,0,2.43902439,0,1142190,3.6,COVID-1567_pandemic_data
4166,울산,2020-04-20,0,41,0,1,0,0,2.43902439,0,1142190,3.6,COVID-1568_pandemic_data
4167,울산,2020-04-21,0,41,0,1,0,0,2.43902439,0,1142190,3.6,COVID-1569_pandemic_data
4168,울산,2020-04-22,0,41,0,1,0,0,2.43902439,0,1142190,3.6,COVID-1570_pandemic_data
4169,울산,2020-04-23,0,41,0,1,0,0,2.43902439,0,1142190,3.6,COVID-1571_pandemic_data
4170,울산,2020-04-24,0,41,0,1,0,0,2.43902439,0,1142190,3.6,COVID-1572_pandemic_data
4171,울산,2020-04-25,0,41,0,1,0,0,2.43902439,0,1142190,3.6,COVID-1573_pandemic_data
4172,울산,2020-04-26,0,41,0,1,0,0,2.43902439,0,1142190,3.6,COVID-1574_pandemic_data
4173,울산,2020-04-27,0,41,0,1,0,0,2.43902439,0,1142190,3.6,COVID-1575_pandemic_data
4174,울산,2020-04-28,0,41,0,1,0,0,2.43902439,0,1142190,3.6,COVID-1576_pandemic_data
4175,울산,2020-04-29,0,41,0,1,0,0,2.43902439,0,1142190,3.6,COVID-1577_pandemic_data
4176,울산,2020-04-30,0,41,0,1,0,0,2.43902439,0,1142190,3.6,COVID-1578_pandemic_data
4177,울산,2020-05-01,0,41,0,1,0,0,2.43902439,0,1142190,3.6,COVID-1579_pandemic_data
4178,울산,2020-05-02,0,41,0,1,0,0,2.43902439,0,1142190,3.6,COVID-1580_pandemic_data
4179,울산,2020-05-03,1,42,0,1,0,0,2.380952381,0,1142190,3.7,COVID-1581_pandemic_data
4180,울산,2020-05-04,0,42,0,1,0,0,2.380952381,0,1142190,3.7,COVID-1582_pandemic_data
4181,울산,2020-05-05,0,42,0,1,0,0,2.380952381,0,1142190,3.7,COVID-1583_pandemic_data
4182,울산,2020-05-06,0,42,0,1,0,0,2.380952381,0,1142190,3.7,COVID-1584_pandemic_data
4183,울산,2020-05-07,0,42,0,1,0,0,2.380952381,0,1142190,3.7,COVID-1585_pandemic_data
4184,울산,2020-05-08,0,42,0,1,0,0,2.380952381,0,1142190,3.7,COVID-1586_pandemic_data
4185,울산,2020-05-09,0,42,0,1,0,0,2.380952381,0,1142190,3.7,COVID-1587_pandemic_data
4186,울산,2020-05-10,0,42,0,1,0,0,2.380952381,0,1142190,3.7,COVID-1588_pandemic_data
4187,울산,2020-05-11,0,42,0,1,0,0,2.380952381,0,1142190,3.7,COVID-1589_pandemic_data
4188,울산,2020-05-12,1,43,0,1,0,0,2.325581395,0,1142190,3.8,COVID-1590_pandemic_data
4189,울산,2020-05-13,0,43,0,1,0,0,2.325581395,0,1142190,3.8,COVID-1591_pandemic_data
4190,울산,2020-05-14,0,43,0,1,0,0,2.325581395,0,1142190,3.8,COVID-1592_pandemic_data
4191,울산,2020-05-15,0,43,0,1,0,0,2.325581395,0,1142190,3.8,COVID-1593_pandemic_data
4192,울산,2020-05-16,0,43,0,1,0,0,2.325581395,0,1142190,3.8,COVID-1594_pandemic_data
4193,울산,2020-05-17,0,43,0,1,0,0,2.325581395,0,1142190,3.8,COVID-1595_pandemic_data
4194,울산,2020-05-18,4,47,0,1,0,0,2.127659574,0,1142190,4.1,COVID-1596_pandemic_data
4195,울산,2020-05-19,0,47,0,1,0,0,2.127659574,0,1142190,4.1,COVID-1597_pandemic_data
4196,울산,2020-05-20,0,47,0,1,0,0,2.127659574,0,1142190,4.1,COVID-1598_pandemic_data
4197,울산,2020-05-21,1,48,0,1,0,0,2.083333333,0,1142190,4.2,COVID-1599_pandemic_data
4198,울산,2020-05-22,0,48,0,1,0,0,2.083333333,0,1142190,4.2,COVID-1600_pandemic_data
4199,울산,2020-05-23,0,48,0,1,0,0,2.083333333,0,1142190,4.2,COVID-1601_pandemic_data
4200,울산,2020-05-24,0,48,0,1,0,0,2.083333333,0,1142190,4.2,COVID-1602_pandemic_data
4201,울산,2020-05-25,0,48,0,1,0,0,2.083333333,0,1142190,4.2,COVID-1603_pandemic_data
4202,울산,2020-05-26,0,48,0,1,0,0,2.083333333,0,1142190,4.2,COVID-1604_pandemic_data
4203,울산,2020-05-27,0,48,0,1,0,0,2.083333333,0,1142190,4.2,COVID-1605_pandemic_data
4204,울산,2020-05-28,0,48,0,1,0,0,2.083333333,0,1142190,4.2,COVID-1606_pandemic_data
4205,울산,2020-05-29,0,48,0,1,0,0,2.083333333,0,1142190,4.2,COVID-1607_pandemic_data
4206,울산,2020-05-30,2,50,0,1,0,0,2,0,1142190,4.4,COVID-1608_pandemic_data
4207,울산,2020-05-31,0,50,0,1,0,0,2,0,1142190,4.4,COVID-1609_pandemic_data
4208,울산,2020-06-01,0,50,0,1,0,0,2,0,1142190,4.4,COVID-1610_pandemic_data
4209,울산,2020-06-02,0,50,0,1,0,0,2,0,1142190,4.4,COVID-1611_pandemic_data
4210,울산,2020-06-03,0,50,0,1,0,0,2,0,1142190,4.4,COVID-1612_pandemic_data
4211,울산,2020-06-04,0,50,0,1,0,0,2,0,1142190,4.4,COVID-1613_pandemic_data
4212,울산,2020-06-05,0,50,0,1,0,0,2,0,1142190,4.4,COVID-1614_pandemic_data
4213,울산,2020-06-06,1,51,0,1,0,0,1.960784314,0,1142190,4.5,COVID-1615_pandemic_data
4214,울산,2020-06-07,0,51,0,1,0,0,1.960784314,0,1142190,4.5,COVID-1616_pandemic_data
4215,울산,2020-06-08,0,51,0,1,0,0,1.960784314,0,1142190,4.5,COVID-1617_pandemic_data
4216,울산,2020-06-09,0,51,0,1,0,0,1.960784314,0,1142190,4.5,COVID-1618_pandemic_data
4217,울산,2020-06-10,0,51,0,1,0,0,1.960784314,0,1142190,4.5,COVID-1619_pandemic_data
4218,울산,2020-06-11,0,51,0,1,0,0,1.960784314,0,1142190,4.5,COVID-1620_pandemic_data
4219,울산,2020-06-12,0,51,0,1,0,0,1.960784314,0,1142190,4.5,COVID-1621_pandemic_data
4220,울산,2020-06-13,0,51,0,1,0,0,1.960784314,0,1142190,4.5,COVID-1622_pandemic_data
4221,울산,2020-06-14,0,51,0,1,0,0,1.960784314,0,1142190,4.5,COVID-1623_pandemic_data
4222,울산,2020-06-15,0,51,0,1,0,0,1.960784314,0,1142190,4.5,COVID-1624_pandemic_data
4223,울산,2020-06-16,0,51,0,1,0,0,1.960784314,0,1142190,4.5,COVID-1625_pandemic_data
4224,울산,2020-06-17,0,51,0,1,0,0,1.960784314,0,1142190,4.5,COVID-1626_pandemic_data
4225,울산,2020-06-18,0,51,0,1,0,0,1.960784314,0,1142190,4.5,COVID-1627_pandemic_data
4226,울산,2020-06-19,0,51,0,1,0,0,1.960784314,0,1142190,4.5,COVID-1628_pandemic_data
4227,울산,2020-06-20,0,51,0,1,0,0,1.960784314,0,1142190,4.5,COVID-1629_pandemic_data
4228,울산,2020-06-21,0,51,0,1,0,0,1.960784314,0,1142190,4.5,COVID-1630_pandemic_data
4229,울산,2020-06-22,0,51,0,1,0,0,1.960784314,0,1142190,4.5,COVID-1631_pandemic_data
4230,울산,2020-06-23,2,53,0,1,0,0,1.886792453,0,1142190,4.6,COVID-1632_pandemic_data
4231,울산,2020-06-24,0,53,0,1,0,0,1.886792453,0,1142190,4.6,COVID-1633_pandemic_data
4232,울산,2020-06-25,0,53,0,1,0,0,1.886792453,0,1142190,4.6,COVID-1634_pandemic_data
4233,울산,2020-06-26,0,53,0,1,0,0,1.886792453,0,1142190,4.6,COVID-1635_pandemic_data
4234,울산,2020-06-27,0,53,0,1,0,0,1.886792453,0,1142190,4.6,COVID-1636_pandemic_data
4235,울산,2020-06-28,0,53,0,1,0,0,1.886792453,0,1142190,4.6,COVID-1637_pandemic_data
4236,울산,2020-06-29,0,53,0,1,0,0,1.886792453,0,1142190,4.6,COVID-1638_pandemic_data
4237,울산,2020-06-30,0,53,0,1,0,0,1.886792453,0,1142190,4.6,COVID-1639_pandemic_data
4238,울산,2020-07-01,0,53,0,1,0,0,1.886792453,0,1142190,4.6,COVID-1640_pandemic_data
4239,울산,2020-07-02,0,53,0,1,0,0,1.886792453,0,1142190,4.6,COVID-1641_pandemic_data
4240,울산,2020-07-03,0,53,0,1,0,0,1.886792453,0,1142190,4.6,COVID-1642_pandemic_data
4241,울산,2020-07-04,0,53,0,1,0,0,1.886792453,0,1142190,4.6,COVID-1643_pandemic_data
4242,울산,2020-07-05,0,53,0,1,0,0,1.886792453,0,1142190,4.6,COVID-1644_pandemic_data
4243,울산,2020-07-06,0,53,0,1,0,0,1.886792453,0,1142190,4.6,COVID-1645_pandemic_data
4244,울산,2020-07-07,0,53,0,1,0,0,1.886792453,0,1142190,4.6,COVID-1646_pandemic_data
4245,울산,2020-07-08,0,53,0,1,0,0,1.886792453,0,1142190,4.6,COVID-1647_pandemic_data
4246,울산,2020-07-09,0,53,0,1,0,0,1.886792453,0,1142190,4.6,COVID-1648_pandemic_data
4247,울산,2020-07-10,0,53,0,1,0,0,1.886792453,0,1142190,4.6,COVID-1649_pandemic_data
4248,울산,2020-07-11,0,53,0,1,0,0,1.886792453,0,1142190,4.6,COVID-1650_pandemic_data
4249,울산,2020-07-12,0,53,0,1,0,0,1.886792453,0,1142190,4.6,COVID-1651_pandemic_data
4250,울산,2020-07-13,0,53,0,1,0,0,1.886792453,0,1142190,4.6,COVID-1652_pandemic_data
4251,울산,2020-07-14,0,53,0,1,0,0,1.886792453,0,1142190,4.6,COVID-1653_pandemic_data
4252,울산,2020-07-15,1,54,0,1,0,0,1.851851852,0,1142190,4.7,COVID-1654_pandemic_data
4253,울산,2020-07-16,0,54,0,1,0,0,1.851851852,0,1142190,4.7,COVID-1655_pandemic_data
4254,울산,2020-07-17,1,55,0,1,0,0,1.818181818,0,1142190,4.8,COVID-1656_pandemic_data
4255,충북,2020-01-20,0,0,0,0,0,0,0,0,1597593,0,COVID-1657_pandemic_data
4256,충북,2020-01-24,0,0,0,0,0,0,0,0,1597593,0,COVID-1658_pandemic_data
4257,충북,2020-01-26,0,0,0,0,0,0,0,0,1597593,0,COVID-1659_pandemic_data
4258,충북,2020-01-27,0,0,0,0,0,0,0,0,1597593,0,COVID-1660_pandemic_data
4259,충북,2020-01-30,0,0,0,0,0,0,0,0,1597593,0,COVID-1661_pandemic_data
4260,충북,2020-01-30,0,0,0,0,0,0,0,0,1597593,0,COVID-1662_pandemic_data
4261,충북,2020-01-31,0,0,0,0,0,0,0,0,1597593,0,COVID-1663_pandemic_data
4262,충북,2020-02-01,0,0,0,0,0,0,0,0,1597593,0,COVID-1664_pandemic_data
4263,충북,2020-02-02,0,0,0,0,0,0,0,0,1597593,0,COVID-1665_pandemic_data
4264,충북,2020-02-04,0,0,0,0,0,0,0,0,1597593,0,COVID-1666_pandemic_data
4265,충북,2020-02-05,0,0,0,0,0,0,0,0,1597593,0,COVID-1667_pandemic_data
4266,충북,2020-02-06,0,0,0,0,0,0,0,0,1597593,0,COVID-1668_pandemic_data
4267,충북,2020-02-07,0,0,0,0,0,0,0,0,1597593,0,COVID-1669_pandemic_data
4268,충북,2020-02-09,0,0,0,0,0,0,0,0,1597593,0,COVID-1670_pandemic_data
4269,충북,2020-02-09,0,0,0,0,0,0,0,0,1597593,0,COVID-1671_pandemic_data
4270,충북,2020-02-11,0,0,0,0,0,0,0,0,1597593,0,COVID-1672_pandemic_data
4271,충북,2020-02-16,0,0,0,0,0,0,0,0,1597593,0,COVID-1673_pandemic_data
4272,충북,2020-02-17,0,0,0,0,0,0,0,0,1597593,0,COVID-1674_pandemic_data
4273,충북,2020-02-18,0,0,0,0,0,0,0,0,1597593,0,COVID-1675_pandemic_data
4274,충북,2020-02-19,0,0,0,0,0,0,0,0,1597593,0,COVID-1676_pandemic_data
4275,충북,2020-02-19,0,0,0,0,0,0,0,0,1597593,0,COVID-1677_pandemic_data
4276,충북,2020-02-20,0,0,0,0,0,0,0,0,1597593,0,COVID-1678_pandemic_data
4277,충북,2020-02-20,0,0,0,0,0,0,0,0,1597593,0,COVID-1679_pandemic_data
4278,충북,2020-02-21,1,1,0,0,0,0,0,0,1597593,0.1,COVID-1680_pandemic_data
4279,충북,2020-02-21,0,1,0,0,0,0,0,0,1597593,0.1,COVID-1681_pandemic_data
4280,충북,2020-02-22,2,3,0,0,0,0,0,0,1597593,0.2,COVID-1682_pandemic_data
4281,충북,2020-02-22,0,3,0,0,0,0,0,0,1597593,0.2,COVID-1683_pandemic_data
4282,충북,2020-02-23,0,3,0,0,0,0,0,0,1597593,0.2,COVID-1684_pandemic_data
4283,충북,2020-02-23,0,3,0,0,0,0,0,0,1597593,0.2,COVID-1685_pandemic_data
4284,충북,2020-02-24,0,3,0,0,0,0,0,0,1597593,0.2,COVID-1686_pandemic_data
4285,충북,2020-02-24,0,3,0,0,0,0,0,0,1597593,0.2,COVID-1687_pandemic_data
4286,충북,2020-02-25,0,3,0,0,0,0,0,0,1597593,0.2,COVID-1688_pandemic_data
4287,충북,2020-02-25,1,4,0,0,0,0,0,0,1597593,0.3,COVID-1689_pandemic_data
4288,충북,2020-02-26,0,4,0,0,0,0,0,0,1597593,0.3,COVID-1690_pandemic_data
4289,충북,2020-02-26,0,4,0,0,0,0,0,0,1597593,0.3,COVID-1691_pandemic_data
4290,충북,2020-02-27,2,6,0,0,0,0,0,0,1597593,0.4,COVID-1692_pandemic_data
4291,충북,2020-02-27,1,7,0,0,0,0,0,0,1597593,0.4,COVID-1693_pandemic_data
4292,충북,2020-02-28,1,8,0,0,0,0,0,0,1597593,0.5,COVID-1694_pandemic_data
4293,충북,2020-02-28,0,8,0,0,0,0,0,0,1597593,0.5,COVID-1695_pandemic_data
4294,충북,2020-02-29,1,9,0,0,0,0,0,0,1597593,0.6,COVID-1696_pandemic_data
4295,충북,2020-02-29,0,9,0,0,0,0,0,0,1597593,0.6,COVID-1697_pandemic_data
4296,충북,2020-03-01,1,10,0,0,0,0,0,0,1597593,0.6,COVID-1698_pandemic_data
4297,충북,2020-03-01,0,10,0,0,0,0,0,0,1597593,0.6,COVID-1699_pandemic_data
4298,충북,2020-03-01,0,10,0,0,0,0,0,0,1597593,0.6,COVID-1700_pandemic_data
4299,충북,2020-03-02,1,11,0,0,0,0,0,0,1597593,0.7,COVID-1701_pandemic_data
4300,충북,2020-03-03,0,11,0,0,0,0,0,0,1597593,0.7,COVID-1702_pandemic_data
4301,충북,2020-03-04,1,12,0,0,0,0,0,0,1597593,0.8,COVID-1703_pandemic_data
4302,충북,2020-03-05,3,15,0,0,0,0,0,0,1597593,0.9,COVID-1704_pandemic_data
4303,충북,2020-03-06,5,20,0,0,0,0,0,0,1597593,1.3,COVID-1705_pandemic_data
4304,충북,2020-03-07,4,24,0,0,0,0,0,0,1597593,1.5,COVID-1706_pandemic_data
4305,충북,2020-03-08,1,25,0,0,0,0,0,0,1597593,1.6,COVID-1707_pandemic_data
4306,충북,2020-03-09,0,25,0,0,0,0,0,0,1597593,1.6,COVID-1708_pandemic_data
4307,충북,2020-03-10,2,27,0,0,0,0,0,0,1597593,1.7,COVID-1709_pandemic_data
4308,충북,2020-03-11,0,27,0,0,0,0,0,0,1597593,1.7,COVID-1710_pandemic_data
4309,충북,2020-03-12,0,27,0,0,0,0,0,0,1597593,1.7,COVID-1711_pandemic_data
4310,충북,2020-03-13,1,28,0,0,0,0,0,0,1597593,1.8,COVID-1712_pandemic_data
4311,충북,2020-03-14,3,31,0,0,0,0,0,0,1597593,1.9,COVID-1713_pandemic_data
4312,충북,2020-03-15,0,31,0,0,0,0,0,0,1597593,1.9,COVID-1714_pandemic_data
4313,충북,2020-03-16,0,31,0,0,0,0,0,0,1597593,1.9,COVID-1715_pandemic_data
4314,충북,2020-03-17,1,32,0,0,0,0,0,0,1597593,2,COVID-1716_pandemic_data
4315,충북,2020-03-18,1,33,0,0,0,0,0,0,1597593,2.1,COVID-1717_pandemic_data
4316,충북,2020-03-19,0,33,0,0,0,0,0,0,1597593,2.1,COVID-1718_pandemic_data
4317,충북,2020-03-20,1,34,0,0,0,0,0,0,1597593,2.1,COVID-1719_pandemic_data
4318,충북,2020-03-21,1,35,0,0,0,0,0,0,1597593,2.2,COVID-1720_pandemic_data
4319,충북,2020-03-22,2,37,0,0,0,0,0,0,1597593,2.3,COVID-1721_pandemic_data
4320,충북,2020-03-23,1,38,0,0,0,0,0,0,1597593,2.4,COVID-1722_pandemic_data
4321,충북,2020-03-24,0,38,0,0,0,0,0,0,1597593,2.4,COVID-1723_pandemic_data
4322,충북,2020-03-25,1,39,0,0,0,0,0,0,1597593,2.4,COVID-1724_pandemic_data
4323,충북,2020-03-26,2,41,0,0,0,0,0,0,1597593,2.6,COVID-1725_pandemic_data
4324,충북,2020-03-27,0,41,0,0,0,0,0,0,1597593,2.6,COVID-1726_pandemic_data
4325,충북,2020-03-28,0,41,0,0,0,0,0,0,1597593,2.6,COVID-1727_pandemic_data
4326,충북,2020-03-29,3,44,0,0,0,0,0,0,1597593,2.8,COVID-1728_pandemic_data
4327,충북,2020-03-30,0,44,0,0,0,0,0,0,1597593,2.8,COVID-1729_pandemic_data
4328,충북,2020-03-31,1,45,0,0,0,0,0,0,1597593,2.8,COVID-1730_pandemic_data
4329,충북,2020-04-01,0,45,0,0,0,0,0,0,1597593,2.8,COVID-1731_pandemic_data
4330,충북,2020-04-02,1,46,0,0,0,0,0,0,1597593,2.9,COVID-1732_pandemic_data
4331,충북,2020-04-03,0,46,0,0,0,0,0,0,1597593,2.9,COVID-1733_pandemic_data
4332,충북,2020-04-04,0,46,0,0,0,0,0,0,1597593,2.9,COVID-1734_pandemic_data
4333,충북,2020-04-05,0,46,0,0,0,0,0,0,1597593,2.9,COVID-1735_pandemic_data
4334,충북,2020-04-06,0,46,0,0,0,0,0,0,1597593,2.9,COVID-1736_pandemic_data
4335,충북,2020-04-07,0,46,0,0,0,0,0,0,1597593,2.9,COVID-1737_pandemic_data
4336,충북,2020-04-08,0,46,0,0,0,0,0,0,1597593,2.9,COVID-1738_pandemic_data
