PK,지역,날짜,일일 확진자,누적 확진자,일일 사망자,누적 사망자,일일 완치자,누적 완치자,사망률,완치율,인구수,발생률,데이터
1918,세종,2020-07-21,0,50,0,0,0,50,0,100,342328,14.6,corona_board_kr
1919,세종,2020-07-22,0,50,0,0,0,50,0,100,342328,14.6,corona_board_kr
1920,세종,2020-07-23,0,50,0,0,0,50,0,100,342328,14.6,corona_board_kr
1921,세종,2020-07-24,0,50,0,0,0,50,0,100,342328,14.6,corona_board_kr
1922,세종,2020-07-25,0,50,0,0,0,50,0,100,342328,14.6,corona_board_kr
1923,세종,2020-07-26,0,50,0,0,0,50,0,100,342328,14.6,corona_board_kr
1924,세종,2020-07-27,0,50,0,0,0,50,0,100,342328,14.6,corona_board_kr
1925,세종,2020-07-28,0,50,0,0,0,50,0,100,342328,14.6,corona_board_kr
1926,세종,2020-07-29,0,50,0,0,0,50,0,100,342328,14.6,corona_board_kr
1927,세종,2020-07-30,0,50,0,0,0,50,0,100,342328,14.6,corona_board_kr
1928,세종,2020-07-31,0,50,0,0,0,50,0,100,342328,14.6,corona_board_kr
1929,세종,2020-08-01,0,50,0,0,0,50,0,100,342328,14.6,corona_board_kr
1930,세종,2020-08-02,0,50,0,0,0,50,0,100,342328,14.6,corona_board_kr
1931,세종,2020-08-03,0,50,0,0,0,50,0,100,342328,14.6,corona_board_kr
1932,세종,2020-08-04,0,50,0,0,0,50,0,100,342328,14.6,corona_board_kr
1933,세종,2020-08-05,0,50,0,0,0,50,0,100,342328,14.6,corona_board_kr
1934,세종,2020-08-06,0,50,0,0,0,50,0,100,342328,14.6,corona_board_kr
1935,세종,2020-08-07,0,50,0,0,0,50,0,100,342328,14.6,corona_board_kr
1936,세종,2020-08-08,0,50,0,0,0,50,0,100,342328,14.6,corona_board_kr
1937,세종,2020-08-09,0,50,0,0,0,50,0,100,342328,14.6,corona_board_kr
1938,세종,2020-08-10,0,50,0,0,0,50,0,100,342328,14.6,corona_board_kr
1939,세종,2020-08-11,0,50,0,0,0,50,0,100,342328,14.6,corona_board_kr
1940,세종,2020-08-12,0,50,0,0,0,50,0,100,342328,14.6,corona_board_kr
1941,세종,2020-08-13,0,50,0,0,0,50,0,100,342328,14.6,corona_board_kr
1942,세종,2020-08-14,0,50,0,0,0,50,0,100,342328,14.6,corona_board_kr
1943,세종,2020-08-15,0,50,0,0,0,50,0,100,342328,14.6,corona_board_kr
1944,세종,2020-08-16,0,50,0,0,0,50,0,100,342328,14.6,corona_board_kr
1945,세종,2020-08-17,0,50,0,0,0,50,0,100,342328,14.6,corona_board_kr
1946,세종,2020-08-18,0,50,0,0,0,50,0,100,342328,14.6,corona_board_kr
1947,세종,2020-08-19,2,52,0,0,0,50,0,96.154,342328,15.2,corona_board_kr
1948,세종,2020-08-20,1,53,0,0,0,50,0,94.34,342328,15.5,corona_board_kr
1949,세종,2020-08-21,3,56,0,0,0,50,0,89.286,342328,16.4,corona_board_kr
1950,세종,2020-08-22,1,57,0,0,0,50,0,87.719,342328,16.7,corona_board_kr
1951,세종,2020-08-23,0,57,0,0,0,50,0,87.719,342328,16.7,corona_board_kr
1952,세종,2020-08-24,3,60,0,0,0,50,0,83.333,342328,17.5,corona_board_kr
1953,세종,2020-08-25,3,63,0,0,0,50,0,79.365,342328,18.4,corona_board_kr
1954,세종,2020-08-26,0,63,0,0,0,50,0,79.365,342328,18.4,corona_board_kr
1955,세종,2020-08-27,0,63,0,0,0,50,0,79.365,342328,18.4,corona_board_kr
1956,세종,2020-08-28,2,65,0,0,0,50,0,76.923,342328,19,corona_board_kr
1957,세종,2020-08-29,0,65,0,0,0,51,0,78.462,342328,19,corona_board_kr
1958,세종,2020-08-30,1,66,0,0,1,52,0,78.788,342328,19.3,corona_board_kr
1959,세종,2020-08-31,1,67,0,0,0,52,0,77.612,342328,19.6,corona_board_kr
1960,울산,2020-02-18,0,0,0,0,0,0,0,0,1147037,0,corona_board_kr
1961,울산,2020-02-19,0,0,0,0,0,0,0,0,1147037,0,corona_board_kr
1962,울산,2020-02-20,0,0,0,0,0,0,0,0,1147037,0,corona_board_kr
1963,울산,2020-02-21,0,0,0,0,0,0,0,0,1147037,0,corona_board_kr
1964,울산,2020-02-22,1,1,0,0,0,0,0,0,1147037,0.1,corona_board_kr
1965,울산,2020-02-23,0,1,0,0,0,0,0,0,1147037,0.1,corona_board_kr
1966,울산,2020-02-24,1,2,0,0,0,0,0,0,1147037,0.2,corona_board_kr
1967,울산,2020-02-25,1,3,0,0,0,0,0,0,1147037,0.3,corona_board_kr
1968,울산,2020-02-26,1,4,0,0,0,0,0,0,1147037,0.3,corona_board_kr
1969,울산,2020-02-27,7,11,0,0,0,0,0,0,1147037,1,corona_board_kr
1970,울산,2020-02-28,3,14,0,0,0,0,0,0,1147037,1.2,corona_board_kr
1971,울산,2020-02-29,3,17,0,0,0,0,0,0,1147037,1.5,corona_board_kr
1972,울산,2020-03-01,3,20,0,0,0,0,0,0,1147037,1.7,corona_board_kr
1973,울산,2020-03-02,0,20,0,0,0,0,0,0,1147037,1.7,corona_board_kr
1974,울산,2020-03-03,0,20,0,0,0,0,0,0,1147037,1.7,corona_board_kr
1975,울산,2020-03-04,3,23,0,0,0,0,0,0,1147037,2,corona_board_kr
1976,울산,2020-03-05,0,23,0,0,0,0,0,0,1147037,2,corona_board_kr
1977,울산,2020-03-06,0,23,0,0,1,1,0,4.348,1147037,2,corona_board_kr
1978,울산,2020-03-07,0,23,0,0,0,1,0,4.348,1147037,2,corona_board_kr
1979,울산,2020-03-08,1,24,0,0,0,1,0,4.167,1147037,2.1,corona_board_kr
1980,울산,2020-03-09,0,24,0,0,0,1,0,4.167,1147037,2.1,corona_board_kr
1981,울산,2020-03-10,0,24,0,0,0,1,0,4.167,1147037,2.1,corona_board_kr
1982,울산,2020-03-11,1,25,0,0,1,2,0,8,1147037,2.2,corona_board_kr
1983,울산,2020-03-12,0,25,0,0,1,3,0,12,1147037,2.2,corona_board_kr
1984,울산,2020-03-13,2,27,0,0,0,3,0,11.111,1147037,2.4,corona_board_kr
1985,울산,2020-03-14,0,27,0,0,2,5,0,18.519,1147037,2.4,corona_board_kr
1986,울산,2020-03-15,1,28,0,0,1,6,0,21.429,1147037,2.4,corona_board_kr
